Locus_name)	Germplasm_name	phenotype	pubmed_id
AT1G05180	CS8038	auxin resistant; irregular rosette leaves, slightly curled around leaf axis; roots very auxin resistant; defective root gravitropism; reduced number of lateral roots; plant appearance similar to axr1-12, but more pronounced; dwarf, bushy plants; reduced plant height; reduced fertility.	7704045
AT1G05180	as1;axr1	Leaf phenotypes are enhanced with respect to either single mutant, with deeply lobed margins and ectopic stipules present in the sinus of each lobe.	16971475
AT1G05180	as1;axr1;bp	Ectopic stipules observed in cauline leaves of as1;axr1 plants are not found.  Leaves have an as1-like morphology.	16971475
AT1G05180	axl-1 AXR1/axr1-12	Double homozygous mutant seedlings are completely deficient in RUB-modified CUL1.	17655650
AT1G05180	axl-1 AXR1/axr1-12	Double homozygous progeny has severe growth and developmental defects. The phenotype of these plants resembled the bdl/iaa12 and mp/arf5 mutants. These seedlings did not segregate at the expected 1/16 ratio. Instead, we identified three double mutant seedlings in 176 F2 plants, suggesting the homozygous double mutants are arrested during embryogenesis.
	17655650

AT1G05180	axl-1 AXR1/axr1-12	In the double mutant progeny, great reduction in vascular development.	17655650
AT1G05180	axl-1 AXR1/axr1-12	The AXR1/axr1-12, axl-1/axl-1 plants were similar to wild type with respect to overall morphology and fertility.	17655650
AT1G05180	axl-1 AXR1/axr1-12	The double homozygous progeny is seedling lethal.	17655650
AT1G05180	axl-1 AXR1/axr1-12	Very strong embryo defects were observed in homozygous axl-1 plants segregating the axr1-12 mutation.	17655650
AT1G05180	axr1-12 rglg1 rglg2	The triple mutant had an approximately additive phenotype. They were bushy and displayed the reduced fertility of axr1-12 plants.	17586653
AT1G05470	cvp2-1	cvp2-1 mutants have defective foliar vascular patterning due to a reduced recruitment of cells into vascular tissue. cvp2-1 cotyledons have an aberrant open reticulum, an increased number of free vein endings, and vascular islands. cvp2-1 leaves have abnormal secondary, tertiary, and quarternary venation patterns. IP3 levels are increased in cvp2-1 seedlings and these mutants are hypersensitive to ABA in a seed germination assay.	16943276
AT1G05560	ugt75b1	Extracts from mutant leaves, flowers, and siliques show a 95% reduction in  p-acylglucosyltransferase activity relative to wild type extracts, and p-ABA-glucose formation is severely diminished when assayed in a radiotracer feeding experiment using mutant and wild type leaves. Though the ratio of glucosylated to non-glucosylated pABA is much lower in mutant plants, they have comparable levels of total pABA.	18385129
AT1G05630	SAIL_350_F1	Compared to wild-type plants, cotyledon veins of At5pt13-1 were with altered numbers (4%), in incorrect vein orientation (16.3%), with additional or altered loops (1.7%), with branches (1.3%), with intersections (1.3%) and fusions (5.3%) of the distal and proximal secondary veins, or  with acute angles (3.3%). In addition, the  cotyledon veins of At5pt13-1 were asymmetric, with flexed secondary veins and often multiple abnormalities,  such as asymmetry, abnormal caecal orientation, or  flex (10.7%). Statistical analyses revealed that around  64.7% of the total cotyledons showed obvious abnormality,  while the ratio of seedlings with abnormal cotyledons  reaches to approximately 90%.	16299182
AT1G05690	bt1-4;bt2-3/+;bt3-1/+;bt4-1;bt5-1	Reduced seed set and shortened siliques. Phenotype is identical to bt2-3/+;bt3-1/+	19054356
AT1G05690	bt1-4;bt2-3;bt3-1;bt4-1;bt5-1	Embryo lethal - not recovered.	19054356
AT1G05690	bt1-4;bt3-1;bt4-1;bt5-1	same as smb-3 single mutant	19054356
AT1G05690	bt2-3;bt3-1	Double homozygotes are embryo lethal.  Double heterozygotes have short siliques and a reduced seed set.	19054356
AT1G05690	bt3-1	same as smb-3 single mutant	19054356
AT1G05850	hot21	defect in thermotolerance	12805605
AT1G05850	pom1-1	Callus-induced roots from the mutant displayed the mutant phenotype when they grew under restrictive conditions. All the mutants responded to a gravitropic stimulus in a manner similar to wild type although the change of the direction of growth was slower than wild type.	7743935
AT1G05850	pom1-1	The greenhouse-grown mutant was slightly dwarfed.	17540573
AT1G05850	pom1-1	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-10	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-11	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-2	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-26	exhibited a decrease in total extractives, and a concomitant increase in total lignins relative to wild-type plants, more H units relative to wild-type lignins in pom1, arabinose was more abundant in the insoluble residue from pom1,	16159327
AT1G05850	pom1-26det3	det3/pom1 double mutants were severely compromised with respect to plant growth and development. Many of the det3/pom1 double mutants died before bolting	16159327
AT1G05850	pom1-26eli1-3	The pom1/eli1 double mutant was compromised in growth and the rate of development was slow relative to the single mutants. The pom1/eli1 double mutants had very small rosettes, and their leaves accumulated anthocyanins.	16159327
AT1G05850	pom1-3	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-4	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-5	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-6	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-7	When grown on media containing 0.5% sucrose, the mutant had reduced root length but no apparent radial cell expansion.	7743935
AT1G05850	pom1-7	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-8	When grown on media containing 0.5% sucrose, the mutant had reduced root length but no apparent radial cell expansion.	7743935
AT1G05850	pom1-8	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	pom1-9	When grown on soil, the mutant exhibited reduced growth and smaller leaves.	7743935
AT1G05850	the1-3 pom1-2	Partial reversion of the hypocotyl-elongation defect of pom1-2.	17540573
AT1G06040	SALK_067473	shorter hypocotyl under Rc, FRc, Bc, and larger cotyledon area than wt/increased anthocyanin accumulation under FRc and Bc.	17605755
AT1G06160	RNAi-ora59	No accumulation of ORA59 transcripts upon JA or ethephon treatment.  Increased susceptibility to B.cinera infection.
	18467450

AT1G06290	acx3-2	Plants display decreased sensitivity to the inhibitory effect of indole-3-butyric acid (IBA) on root elongation, while remaining sensitive to inhibitory concentrations of indole-3-acetic acid.  They maintain their ability to initiate lateral roots in response to IBA.	15743450
AT1G06290	acx3-4	Plants display decreased sensitivity to the inhibitory effect of indole-3-butyric acid (IBA) on root elongation, while remaining sensitive to inhibitory concentrations of indole-3-acetic acid.  They maintain their ability to initiate lateral roots in response to IBA.	15743450
AT1G06430	ftsh2 ftsh8	Completely white seedlings. Restoration of Heterozygocity of FTSH8 allows chloroplast development in the cotyledons.	16126834
AT1G06430	ftsh8	no visible difference in leaf morphology and variegation when grown under normal light and temperature conditions compared to wild-type.	14630971
AT1G06490	SAIL_114_A01	Callose deposition in the phloem, especially in the sieve elements, is greatly redicued in cs7-1. During sieve lement development, callose fails to accumulate in the plasmodesmata of incipient sieve plates, resulting in the formation of sieve plates with less pores and no callose. Wounding can induce callose accumulation in leaves of cs7-1, but cannot induce callose accumulation in the sieve plates in this mutant. The mutant plants exhibite moderate reduction in seedling height and produce aberrant pollen grains and short siliques with aborted embryos.	21175885
AT1G06490	SAIL_232_C06	Callose deposition in the phloem, especially in the sieve elements, is greatly redicued in cs7-1. During sieve lement development, callose fails to accumulate in the plasmodesmata of incipient sieve plates, resulting in the formation of sieve plates with less pores and no callose. Wounding can induce callose accumulation in leaves of cs7-1, but cannot induce callose accumulation in the sieve plates in this mutant. The mutant plants exhibite moderate reduction in seedling height and produce aberrant pollen grains and short siliques with aborted embryos.	21175885
AT1G06490	SALK_040051C	Callose deposition in the phloem, especially in the sieve elements, is greatly redicued in cs7-1. During sieve lement development, callose fails to accumulate in the plasmodesmata of incipient sieve plates, resulting in the formation of sieve plates with less pores and no callose. Wounding can induce callose accumulation in leaves of cs7-1, but cannot induce callose accumulation in the sieve plates in this mutant. The mutant plants exhibite moderate reduction in seedling height and produce aberrant pollen grains and short siliques with aborted embryos.	21175885
AT1G06490	SALK_048921	Callose deposition in the phloem, especially in the sieve elements, is greatly redicued in cs7-1. During sieve lement development, callose fails to accumulate in the plasmodesmata of incipient sieve plates, resulting in the formation of sieve plates with less pores and no callose. Wounding can induce callose accumulation in leaves of cs7-1, but cannot induce callose accumulation in the sieve plates in this mutant. The mutant plants exhibite moderate reduction in seedling height and produce aberrant pollen grains and short siliques with aborted embryos.	21175885
AT1G06520	atgpat1-1	Reduced fertility due to male sterility. Pollen collapsed and outcompeted by wild type pollen. Phenotype apparent at microspore release stage II. Tapetum differentitation is abnormal which causes a sporophytic defect on microgametogenesis.	12897259
